Name,Value
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4504
Gender,Male
AgeGroup,30-50
Hobbies,Indoors
Profession,Contractor
Item 1,5700259
Item 2,9332217
Item 3,6230399
Item 4,270032
Item 5,1615614
Item 6,2495446
Item 7,1006796
Item 8,884518
Item 9,835683
Item 10,1819387
Item 11,4766309
Item 12,5657126
Item 13,6451873
Item 14,9216587
Item 15,13012773
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,33449
Item 20,1021297
Item 21,13544734
Item 22,1910856
Item 23,10986404
Item 24,2671651
Item 25,3078963
User,4505
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,Contractor
Item 1,10065428
Item 2,511016
Item 3,3648305
Item 4,4546014
Item 5,6839434
Item 6,11433316
Item 7,10072787
Item 8,3918124
Item 9,33449
Item 10,124277
Item 11,11041854
Item 12,12285424
Item 13,9532785
Item 14,1690388
Item 15,13644495
Item 16,1559655
Item 17,6443289
Item 18,8286890
Item 19,193652
Item 20,7023946
Item 21,3427815
Item 22,12291609
Item 23,8036406
Item 24,6133638
Item 25,4737648
User,4506
Gender,Female
AgeGroup,30-50
Hobbies,Indoors
Profession,Contractor
Item 1,6839434
Item 2,4546014
Item 3,10072787
Item 4,3648305
Item 5,11041854
Item 6,9532785
Item 7,13644495
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,124277
Item 12,33449
Item 13,12285424
Item 14,11433316
Item 15,1690388
Item 16,1559655
Item 17,6443289
Item 18,7136371
Item 19,193652
Item 20,7023946
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,4507
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4508
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,IT Professional
Item 1,7424682
Item 2,1816056
Item 3,1021297
Item 4,3700753
Item 5,3386165
Item 6,6207373
Item 7,9710358
Item 8,193652
Item 9,2518768
Item 10,6956281
Item 11,4983622
Item 12,5944112
Item 13,6839434
Item 14,831715
Item 15,8696863
Item 16,1559655
Item 17,6443289
Item 18,12291609
Item 19,124277
Item 20,11041854
Item 21,33449
Item 22,9532785
Item 23,11433316
Item 24,511016
Item 25,5346428
User,4509
Gender,Female
AgeGroup,50+
Hobbies,Outdoors
Profession,IT Professional
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,4510
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1629582
Item 4,1084712
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4511
Gender,Male
AgeGroup,30-50
Hobbies,Indoors
Profession,Contractor
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,6896055
Item 7,11388684
Item 8,2275891
Item 9,4573768
Item 10,6502910
Item 11,2596677
Item 12,1024587
Item 13,1629582
Item 14,1758811
Item 15,4116862
Item 16,5324390
Item 17,1293971
Item 18,3171362
Item 19,1163153
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,4512
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1629582
Item 4,1084712
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4513
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,IT Professional
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,4514
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4515
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1629582
Item 4,1758811
Item 5,1084712
Item 6,3411845
Item 7,2275891
Item 8,6896055
Item 9,6502910
Item 10,2596677
Item 11,1024587
Item 12,11388684
Item 13,4573768
Item 14,2475239
Item 15,4116862
Item 16,5324390
Item 17,1293971
Item 18,3171362
Item 19,1163153
Item 20,892315
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4516
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4517
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,Contractor
Item 1,6839434
Item 2,4546014
Item 3,10072787
Item 4,3648305
Item 5,11041854
Item 6,9532785
Item 7,13644495
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,124277
Item 12,33449
Item 13,12285424
Item 14,11433316
Item 15,1690388
Item 16,1559655
Item 17,6443289
Item 18,7136371
Item 19,193652
Item 20,7023946
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,4518
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,Contractor
Item 1,2082415
Item 2,511016
Item 3,8696863
Item 4,4546014
Item 5,6839434
Item 6,4737648
Item 7,9532785
Item 8,3918124
Item 9,3648305
Item 10,12291609
Item 11,11041854
Item 12,10072787
Item 13,33449
Item 14,11433316
Item 15,1690388
Item 16,1559655
Item 17,6443289
Item 18,8286890
Item 19,193652
Item 20,7023946
Item 21,3427815
Item 22,124277
Item 23,8036406
Item 24,6133638
Item 25,3811042
User,4519
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,6324076
Item 5,9135603
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,1910856
Item 21,8351884
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,4520
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4521
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4522
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,Contractor
Item 1,6324076
Item 2,1559655
Item 3,6443289
Item 4,7669807
Item 5,9135603
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,9332217
Item 15,2495446
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,1910856
Item 20,4924314
Item 21,8351884
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,4523
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,6896055
Item 7,11388684
Item 8,2275891
Item 9,4573768
Item 10,6502910
Item 11,2596677
Item 12,1024587
Item 13,1629582
Item 14,1758811
Item 15,4116862
Item 16,5324390
Item 17,1293971
Item 18,3171362
Item 19,1163153
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,4524
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4525
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,IT Professional
Item 1,7807956
Item 2,6451873
Item 3,10791419
Item 4,5346428
Item 5,305478
Item 6,1021297
Item 7,2437142
Item 8,2518768
Item 9,11041854
Item 10,3700753
Item 11,3386165
Item 12,6207373
Item 13,6956281
Item 14,8696863
Item 15,7424682
Item 16,1559655
Item 17,6443289
Item 18,12291609
Item 19,124277
Item 20,33449
Item 21,831715
Item 22,4983622
Item 23,6839434
Item 24,511016
Item 25,5359984
User,4526
Gender,Male
AgeGroup,30-50
Hobbies,Indoors
Profession,Contractor
Item 1,7669807
Item 2,2599807
Item 3,13218693
Item 4,9164087
Item 5,7487418
Item 6,2045991
Item 7,2495446
Item 8,6324076
Item 9,1559655
Item 10,6443289
Item 11,4951277
Item 12,1021297
Item 13,6451873
Item 14,9332217
Item 15,11781190
Item 16,6230399
Item 17,835683
Item 18,9135603
Item 19,4924314
Item 20,1910856
Item 21,8351884
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,4527
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,1910856
Item 21,8351884
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,4528
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,IT Professional
Item 1,8015926
Item 2,3700753
Item 3,9710358
Item 4,2518768
Item 5,3386165
Item 6,5944112
Item 7,831715
Item 8,193652
Item 9,3811042
Item 10,6956281
Item 11,4983622
Item 12,1816056
Item 13,6839434
Item 14,4737648
Item 15,8696863
Item 16,1559655
Item 17,6443289
Item 18,12291609
Item 19,124277
Item 20,11041854
Item 21,33449
Item 22,9532785
Item 23,11433316
Item 24,511016
Item 25,6207373
User,4529
Gender,Female
AgeGroup,50+
Hobbies,Outdoors
Profession,IT Professional
Item 1,10065428
Item 2,511016
Item 3,4546014
Item 4,12285424
Item 5,6839434
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,7023946
Item 10,12291609
Item 11,33449
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,124277
Item 21,3427815
Item 22,11041854
Item 23,8036406
Item 24,6133638
Item 25,4737648
User,4530
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4531
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,Contractor
Item 1,8696863
Item 2,511016
Item 3,4737648
Item 4,4546014
Item 5,6839434
Item 6,10065428
Item 7,10072787
Item 8,3918124
Item 9,33449
Item 10,124277
Item 11,11041854
Item 12,3648305
Item 13,9532785
Item 14,1690388
Item 15,11433316
Item 16,1559655
Item 17,6443289
Item 18,8286890
Item 19,193652
Item 20,7023946
Item 21,3427815
Item 22,12291609
Item 23,8036406
Item 24,6133638
Item 25,2082415
User,4532
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4533
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4534
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4535
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,IT Professional
Item 1,3386165
Item 2,1816056
Item 3,831715
Item 4,2518768
Item 5,4983622
Item 6,3811042
Item 7,5944112
Item 8,124277
Item 9,1690388
Item 10,6956281
Item 11,11433316
Item 12,11150622
Item 13,8696863
Item 14,511016
Item 15,6839434
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,12291609
Item 21,11041854
Item 22,33449
Item 23,9532785
Item 24,4737648
Item 25,3700753
User,4536
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,IT Professional
Item 1,6451873
Item 2,305478
Item 3,10791419
Item 4,5346428
Item 5,3700753
Item 6,7424682
Item 7,2437142
Item 8,2518768
Item 9,6956281
Item 10,831715
Item 11,3386165
Item 12,1021297
Item 13,511016
Item 14,8696863
Item 15,6207373
Item 16,1559655
Item 17,6443289
Item 18,12291609
Item 19,124277
Item 20,11041854
Item 21,33449
Item 22,9532785
Item 23,4983622
Item 24,6839434
Item 25,7807956
User,4537
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4538
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4539
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,Contractor
Item 1,7807956
Item 2,6451873
Item 3,10791419
Item 4,5346428
Item 5,305478
Item 6,7424682
Item 7,2437142
Item 8,2518768
Item 9,11041854
Item 10,3700753
Item 11,3386165
Item 12,1021297
Item 13,8696863
Item 14,6207373
Item 15,6956281
Item 16,1559655
Item 17,6443289
Item 18,12291609
Item 19,124277
Item 20,33449
Item 21,831715
Item 22,4983622
Item 23,6839434
Item 24,511016
Item 25,5359984
User,4540
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4541
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,7669807
Item 2,1559655
Item 3,6443289
Item 4,6324076
Item 5,9135603
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,8351884
Item 21,1910856
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,4542
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,IT Professional
Item 1,7778720
Item 2,835683
Item 3,9216587
Item 4,4277052
Item 5,5521358
Item 6,4082771
Item 7,13544734
Item 8,6451873
Item 9,5698987
Item 10,8232938
Item 11,1910856
Item 12,5311947
Item 13,13012773
Item 14,10659884
Item 15,2671651
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,5346428
Item 20,33449
Item 21,1021297
Item 22,10986404
Item 23,1741540
Item 24,10791419
Item 25,7876831
User,4543
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,Contractor
Item 1,6839434
Item 2,4546014
Item 3,10072787
Item 4,3648305
Item 5,11041854
Item 6,9532785
Item 7,13644495
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,124277
Item 12,33449
Item 13,12285424
Item 14,11433316
Item 15,1690388
Item 16,1559655
Item 17,6443289
Item 18,7136371
Item 19,193652
Item 20,7023946
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,4544
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4545
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,Contractor
Item 1,6839434
Item 2,4546014
Item 3,3648305
Item 4,33449
Item 5,11041854
Item 6,11433316
Item 7,10072787
Item 8,3918124
Item 9,8286890
Item 10,124277
Item 11,12291609
Item 12,12285424
Item 13,9532785
Item 14,1690388
Item 15,13644495
Item 16,1559655
Item 17,6443289
Item 18,7136371
Item 19,193652
Item 20,7023946
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,4546
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,3918124
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,1629582
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,4547
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,3918124
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,1629582
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,4548
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,IT Professional
Item 1,270032
Item 2,1819387
Item 3,1006796
Item 4,7240753
Item 5,4766309
Item 6,884518
Item 7,11708663
Item 8,2671651
Item 9,9216587
Item 10,1910856
Item 11,835683
Item 12,8310025
Item 13,13012773
Item 14,5346428
Item 15,10659884
Item 16,1559655
Item 17,6443289
Item 18,33449
Item 19,11041854
Item 20,13544734
Item 21,5311947
Item 22,6451873
Item 23,10986404
Item 24,1021297
Item 25,1615614
User,4549
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,3332725
Item 2,13012773
Item 3,7658608
Item 4,6451873
Item 5,10791419
Item 6,1741540
Item 7,10659884
Item 8,831715
Item 9,5346428
Item 10,6839434
Item 11,3700753
Item 12,5359984
Item 13,1021297
Item 14,2437142
Item 15,6956281
Item 16,1559655
Item 17,6443289
Item 18,124277
Item 19,511016
Item 20,11041854
Item 21,33449
Item 22,3386165
Item 23,4983622
Item 24,8696863
Item 25,4215596
User,4550
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,Contractor
Item 1,5657126
Item 2,270032
Item 3,1615614
Item 4,4766309
Item 5,1819387
Item 6,1006796
Item 7,11708663
Item 8,7240753
Item 9,9216587
Item 10,5311947
Item 11,835683
Item 12,8310025
Item 13,884518
Item 14,6451873
Item 15,13544734
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,33449
Item 20,1021297
Item 21,10986404
Item 22,13012773
Item 23,1910856
Item 24,2671651
Item 25,2495446
User,4551
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4552
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,3918124
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,1629582
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,4553
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,Contractor
Item 1,6839434
Item 2,4546014
Item 3,10072787
Item 4,3648305
Item 5,11041854
Item 6,9532785
Item 7,13644495
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,124277
Item 12,33449
Item 13,12285424
Item 14,11433316
Item 15,1690388
Item 16,1559655
Item 17,6443289
Item 18,7136371
Item 19,193652
Item 20,7023946
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,4554
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1629582
Item 4,1084712
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4555
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,4556
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
