Userid,Gender,AgeGroup,Hobbies,Profession,Seasons,Listing ID,CountOfListingID,AgeGroup18-30_weight,AgeGroup30-50_Weight,AgeGroup50+_weight,Seasons_Summer_weight,Seasons_Winter_weight,Seasons_Spring_weight,Seasons_Fall_weight,Profession_IT_Professional_weight,Profession_Professor_weight,Profession_Student_weight,Profession_Contractor_weight,Hobbies_Indoor_weight,Hobbies_outdoor_weight,Room_type,Street,house_rules,Price_per_day,amenities,property_type,review_score
3518,Male,18-30,Indoors,Student,Spring,1039599,13,0.307692307692308,0.384615384615385,0.307692307692308,0.153846153846154,7.69230769230769e-002,0.538461538461538,0.230769230769231,0.153846153846154,0.153846153846154,0.307692307692308,0.384615384615385,0.384615384615385,0.615384615384615,Private room,"Skyland Circle, Asheville, NC 28804, United States",,90,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Breakfast,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",House,10
3519,Male,30-50,Indoors,Professor,Winter,11588550,13,0.461538461538462,0.307692307692308,0.230769230769231,0.384615384615385,0.153846153846154,7.69230769230769e-002,0.384615384615385,0.230769230769231,0.384615384615385,0.230769230769231,0.153846153846154,0.615384615384615,0.384615384615385,Entire home/apt,"Pinecroft Road, Asheville, NC 28804, United States",,265,"{TV,Internet,""Wireless Internet"",""Smoke Detector"",""Carbon Monoxide Detector"",Hangers,""Hair Dryer"",Iron}",House,
3520,Female,30-50,Outdoors,Professor,Winter,5578778,13,0.153846153846154,0.307692307692308,0.538461538461538,0.230769230769231,0.307692307692308,0.230769230769231,0.230769230769231,0.230769230769231,0.461538461538462,7.69230769230769e-002,0.230769230769231,0.538461538461538,0.461538461538462,Entire home/apt,"Weaverville Road, Asheville, NC 28804, United States",,85,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly",Apartment,
3521,Female,30-50,Outdoors,Professor,Spring,3386165,13,7.69230769230769e-002,0.461538461538462,0.461538461538462,0.230769230769231,0.153846153846154,0.384615384615385,0.230769230769231,0.307692307692308,0.230769230769231,7.69230769230769e-002,0.384615384615385,0.230769230769231,0.769230769230769,Private room,"Ivy Street North, Asheville, NC 28804, United States",,45,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",House,
3522,Male,18-30,Indoors,Student,Spring,1373250,13,0.384615384615385,0.461538461538462,0.153846153846154,0.384615384615385,0.230769230769231,0.307692307692308,7.69230769230769e-002,0.384615384615385,0.384615384615385,0.230769230769231,0,0.384615384615385,0.615384615384615,Private room,"Deva Glen Road, Asheville, NC 28804, United States",,100,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",Apartment,10
3523,Female,18-30,Outdoors,Student,Fall,10661263,13,0.307692307692308,0.307692307692308,0.384615384615385,0.307692307692308,0.384615384615385,7.69230769230769e-002,0.230769230769231,7.69230769230769e-002,0.307692307692308,0.307692307692308,0.307692307692308,0.384615384615385,0.615384615384615,Private room,"Castle St, Asheville, NC 28803, United States",,40,"{TV,Internet,""Wireless Internet"",Kitchen,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Hangers,""Hair Dryer"",Iron}",House,10
3524,Female,18-30,Indoors,Student,Fall,1615204,13,0.384615384615385,0.384615384615385,0.230769230769231,0.307692307692308,7.69230769230769e-002,0.307692307692308,0.307692307692308,7.69230769230769e-002,0.230769230769231,0.307692307692308,0.384615384615385,0.538461538461538,0.461538461538462,Private room,"Fairview Road, Asheville, NC 28803, United States",,85,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",Apartment,9
3525,Male,18-30,Indoors,Student,Summer,10791419,13,0.230769230769231,0.384615384615385,0.384615384615385,0.384615384615385,0.153846153846154,0.230769230769231,0.230769230769231,0.461538461538462,0.230769230769231,7.69230769230769e-002,0.230769230769231,0.538461538461538,0.461538461538462,Private room,"Iris Street, Asheville, NC 28803, United States",,49,"{TV,Internet,""Wireless Internet"",Kitchen,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",House,8
3526,Male,30-50,Indoors,Professor,Spring,11639683,13,0.384615384615385,0.307692307692308,0.307692307692308,0.230769230769231,0,0.230769230769231,0.538461538461538,0.307692307692308,0.307692307692308,0.230769230769231,0.153846153846154,0.153846153846154,0.846153846153846,Entire home/apt,"Parkway Loop, Asheville, NC 28803, United States",,80,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Ch",House,9
3527,Male,18-30,Outdoors,Student,Winter,10527168,13,0.384615384615385,0.384615384615385,0.230769230769231,0.230769230769231,0.307692307692308,0.153846153846154,0.307692307692308,0.153846153846154,0.230769230769231,0.307692307692308,0.307692307692308,0.307692307692308,0.692307692307692,Entire home/apt,"Parkway Loop, Asheville, NC 28803, United States",,90,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",Apartment,
3528,Female,30-50,Outdoors,Professor,Summer,4887379,13,0.461538461538462,0.384615384615385,0.153846153846154,0.230769230769231,0.230769230769231,0.153846153846154,0.384615384615385,0.307692307692308,0.307692307692308,0.230769230769231,0.153846153846154,0.461538461538462,0.538461538461538,Entire home/apt,"Wentworth Avenue, Asheville, NC 28803, United States",,100,"{""Wireless Internet"",""Air Conditioning"",Heating,Washer,Dryer,""Smoke Detector""}",House,8
3529,Male,18-30,Outdoors,Student,Summer,2526345,13,0.307692307692308,0.461538461538462,0.230769230769231,0.307692307692308,0.538461538461538,0.153846153846154,0,0.384615384615385,0.307692307692308,0.307692307692308,0,0.307692307692308,0.692307692307692,Entire home/apt,"Fairview Rd, Asheville, NC 28803, United States",,97,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,Essentials,Shampoo}",House,9
3530,Male,50+,Outdoors,IT Professional,Fall,1293971,33,0.333333333333333,0.393939393939394,0.272727272727273,0.424242424242424,9.09090909090909e-002,0.272727272727273,0.212121212121212,0.333333333333333,0.242424242424242,0.272727272727273,0.151515151515152,0.545454545454545,0.454545454545455,Entire home/apt,"Charles Street, Boston, MA 02114, United States",,140,"{TV,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly""}",Apartment,9
3531,Female,30-50,Outdoors,Professor,Fall,2275891,33,0.242424242424242,0.393939393939394,0.363636363636364,0.303030303030303,0.242424242424242,0.181818181818182,0.272727272727273,0.242424242424242,0.363636363636364,0.242424242424242,0.151515151515152,0.515151515151515,0.484848484848485,Private room,"Pinckney Street, Boston, MA 02114, United States",,190,"{TV,Internet,""Smoking Allowed"",""Pets Allowed"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer}",Apartment,
3532,Male,30-50,Outdoors,Professor,Fall,2341208,33,0.333333333333333,0.393939393939394,0.272727272727273,0.272727272727273,0.181818181818182,0.181818181818182,0.363636363636364,0.212121212121212,0.272727272727273,0.272727272727273,0.242424242424242,0.333333333333333,0.666666666666667,Entire home/apt,"Anderson Street, Boston, MA 02114, United States",,150,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",Apartment,10
3533,Male,50+,Outdoors,IT Professional,Spring,1565607,13,0.384615384615385,0.153846153846154,0.461538461538462,0.153846153846154,7.69230769230769e-002,0.384615384615385,0.384615384615385,0.230769230769231,0.230769230769231,0.230769230769231,0.307692307692308,0.538461538461538,0.461538461538462,Private room,"Fern Lodge, Crown Lane, London, SW16 3HY, United Kingdom","Must tidy after yourself, no smoking, no over night guest ,no pets, no party, casual drinking allowed. No loud music after 9 pm.",35,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",Apartment,8
3534,Female,30-50,Indoors,Professor,Fall,2089179,13,0.307692307692308,0.384615384615385,0.307692307692308,0.230769230769231,0,0.384615384615385,0.384615384615385,7.69230769230769e-002,0.384615384615385,0.307692307692308,0.230769230769231,0.384615384615385,0.615384615384615,Entire home/apt,"A Methley Street, London, SE11 4AL, United Kingdom","We love our apartment and want our guest to love it too. So we ask that you care for the space when you are there: please remove shoes at the front door, no smoking while indoors, and no more than three people in residence at any time.",100,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Suitable for Events""}",Loft,9
3535,Female,30-50,Outdoors,Professor,Fall,2515100,13,0.384615384615385,0.153846153846154,0.461538461538462,0.461538461538462,0.153846153846154,0.230769230769231,0.153846153846154,7.69230769230769e-002,0.461538461538462,0.307692307692308,0.153846153846154,0.461538461538462,0.538461538461538,Entire home/apt,"Kings Avenue, London, United Kingdom","No parties please. Smoking only permitted on the balcony. Please leave our flat in it's original condition.",70,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentia",Apartment,9
3536,Male,18-30,Indoors,Student,Summer,1908772,13,0.461538461538462,0.307692307692308,0.230769230769231,0.230769230769231,0.230769230769231,7.69230769230769e-002,0.461538461538462,7.69230769230769e-002,0.384615384615385,0.384615384615385,0.153846153846154,0.692307692307692,0.307692307692308,Entire home/apt,"Moat Place, London, SW9 0UP, United Kingdom",We would like you to treat our house as you treat yours. Do feel at home in every sense!,80,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",Apartment,9
3537,Male,50+,Outdoors,IT Professional,Winter,1417219,13,0.230769230769231,0.384615384615385,0.384615384615385,0.230769230769231,0.230769230769231,0.230769230769231,0.307692307692308,0.384615384615385,0.307692307692308,7.69230769230769e-002,0.230769230769231,0.769230769230769,0.230769230769231,Private room,"Wincott St, London, England SE11, United Kingdom",,150,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",Apartment,9
3538,Female,50+,Indoors,IT Professional,Fall,4366332,13,0.230769230769231,0.461538461538462,0.307692307692308,0.153846153846154,0.153846153846154,0.153846153846154,0.538461538461538,0.307692307692308,0.307692307692308,7.69230769230769e-002,0.307692307692308,0.846153846153846,0.153846153846154,Private room,"Coldharbour Lane, London, England SW9, United Kingdom","The apartment is strictly no smoking, but we have a balcony just of the lounge; which you are welcome to use if you wish to smoke. There are umbrellas in the bedroom that can be used in case of rain. We cannot accommodate pets at the moment sorry. We don",52,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,Essentials,Shampoo}",Apartment,8
3539,Male,18-30,Outdoors,Student,Fall,3710947,13,0.461538461538462,0.384615384615385,0.153846153846154,0.384615384615385,0.153846153846154,7.69230769230769e-002,0.384615384615385,0.461538461538462,0.230769230769231,0.230769230769231,7.69230769230769e-002,0.538461538461538,0.461538461538462,Private room,"Rusper Court, Clapham Rd, ÔÙÁÔç÷, london SW9 9EQ, United Kingdom",....,40,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",Apartment,10
3540,Male,18-30,Outdoors,Student,Spring,4446263,13,0.384615384615385,0.230769230769231,0.384615384615385,0.307692307692308,0.153846153846154,0.153846153846154,0.384615384615385,0.230769230769231,0.307692307692308,0.307692307692308,0.153846153846154,0.230769230769231,0.769230769230769,Entire home/apt,"Clapham Road, London, SW9 0QE, United Kingdom",,79,"{TV,""Air Conditioning"",Kitchen,Gym,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",Apartment,10
3541,Female,30-50,Outdoors,Professor,Winter,3411845,13,0.307692307692308,0.461538461538462,0.230769230769231,0.153846153846154,0.384615384615385,0.307692307692308,0.153846153846154,0.153846153846154,0.307692307692308,0.230769230769231,0.307692307692308,0.307692307692308,0.692307692307692,Entire home/apt,"Cowley Road, London, SW9, United Kingdom",Please respect the flat and no parties to be held at the property. No high heals to be worn on the wood flooring.,84,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Pets live on this property"",Cat(s),""Elevator in Building"",Heating,""Family/Kid Friendly"",""Suitable for Events""",Apartment,9
3542,Male,50+,Outdoors,IT Professional,Fall,4218075,13,0.384615384615385,0.384615384615385,0.230769230769231,0.153846153846154,0.153846153846154,0.230769230769231,0.461538461538462,0.384615384615385,7.69230769230769e-002,0.230769230769231,0.307692307692308,0.307692307692308,0.692307692307692,Private room,"Regina Court, 93 Lambeth Road, London, SE1 7JJ, United Kingdom",General SÛ¢  As a legal requirement SMOKING IS NOT PERMITTED ANYWHERE IN THE PROPERTY (or on the balcony). SÛ¢  No children under 6 years old (this apartment is not suitably equipped). SÛ¢  No pets or animals. SÛ¢  Guests should be considerate of other g,58,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",Apartment,10
3543,Male,30-50,Indoors,Professor,Winter,3529761,13,0.153846153846154,0.538461538461538,0.307692307692308,0.153846153846154,0.307692307692308,0.384615384615385,0.153846153846154,0.307692307692308,0.230769230769231,0.153846153846154,0.307692307692308,0.692307692307692,0.307692307692308,Entire home/apt,"A Clive Road, London, SE21 8DA, United Kingdom","No smoking inside but allowed in the garden No pets Please report any accidental damage/spillage/breakage to me If my standard check in and check out are not suitable for you, early check- in and late check - out may be possible but please confirm this w",64,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",Condominium,8
3544,Female,30-50,Outdoors,Professor,Spring,1841176,13,7.69230769230769e-002,0.461538461538462,0.461538461538462,0.230769230769231,7.69230769230769e-002,0.307692307692308,0.384615384615385,0.153846153846154,0.461538461538462,7.69230769230769e-002,0.307692307692308,0.538461538461538,0.461538461538462,Private room,"Northwood Way, London, SE19 1ET, United Kingdom","I didn't much engage with this section to begin with, not being a very rules-driven person. Experience has taught me that I do have some very basic ones, however - and here's why. Hotels are built to be indestructible and have an army of people in attend",75,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Essentials}",Apartment,10
3545,Male,18-30,Outdoors,Student,Summer,3702678,10,0.4,0.5,0.1,0.3,0.2,0.3,0.2,0,0.4,0.4,0.2,0.2,0.8,Private room,"Blakes Avenue, New Malden, KT3 6RL, United Kingdom",Please be tidy and considerate. Respect the household and ask permission before bringing visitors in.,28,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit""}",Apartment,9
3546,Male,50+,Outdoors,IT Professional,Fall,5307491,10,0.3,0.3,0.4,0.1,0.4,0.2,0.3,0.1,0.4,0.3,0.2,0.5,0.5,Private room,"Malden Hill, New Malden, KT3 4DR, United Kingdom",Please respect other guests staying in the property,36,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Smoking Allowed"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Safety Card"",Essentials}",Apartment,9
3547,Female,30-50,Indoors,Professor,Fall,2798921,10,0.3,0.3,0.4,0.2,0.3,0.2,0.3,0.1,0.4,0.3,0.2,0.6,0.4,Private room,"Thames St, Kingston upon Thames, Greater London KT1 1PE, United Kingdom",Please keep noise to a minimum and be mindful of those in the flats above and below.,65,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),""Buzzer/Wireless Intercom"",Heating,Washer,""Smoke Detector"",Essentials}",Loft,10
3548,Male,30-50,Outdoors,Professor,Fall,1113587,10,0.3,0.4,0.3,0.3,0.2,0.2,0.3,0.1,0.3,0.3,0.3,0.7,0.3,Private room,"Wandle Rd, Croydon, Greater London CR0 1FJ, United Kingdom",Smoking is not allowed Pets are not allowed,45,"{""Wireless Internet"",Kitchen,""Pets Allowed"",""Pets live on this property"",Cat(s),""Other pet(s)"",Heating,Essentials}",Apartment,8
3549,Male,50+,Indoors,IT Professional,Fall,1192448,10,0.3,0.4,0.3,0.6,0,0.1,0.3,0.2,0.1,0.3,0.4,0.7,0.3,Private room,"Briar Hill, Purley, Surrey CR8 3LF, United Kingdom",,190,"{TV,""Cable TV"",Internet,""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Smoking Allowed"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer}",Apartment,7
3550,Male,50+,Outdoors,IT Professional,Winter,5275149,12,0.583333333333333,8.33333333333333e-002,0.333333333333333,8.33333333333333e-002,0.333333333333333,0.25,0.333333333333333,0.333333333333333,0,0.416666666666667,0.25,0.666666666666667,0.333333333333333,Private room,"Aurora Drive, Claremont, CA 91711, United States",,50,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",Apartment,9
3551,Male,30-50,Outdoors,Professor,Summer,1637888,12,0.666666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.25,0.333333333333333,0.25,0.333333333333333,8.33333333333333e-002,0.416666666666667,0.166666666666667,0.583333333333333,0.416666666666667,Entire home/apt,"University Circle, Claremont, CA 91711, United States",,225,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Heating,Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",Apartment,9
3552,Female,50+,Outdoors,IT Professional,Summer,10113617,12,0.166666666666667,0.5,0.333333333333333,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,8.33333333333333e-002,0.25,0.333333333333333,0.666666666666667,Private room,"Nashotah, Claremont, CA 91711, United States",,89,"{TV,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,""Hair Dryer"",""Laptop Friendly Workspace""}",Apartment,9
3553,Female,50+,Outdoors,IT Professional,Winter,1145961,12,0.25,0.416666666666667,0.333333333333333,0.166666666666667,0.25,0.25,0.333333333333333,0.416666666666667,0.333333333333333,8.33333333333333e-002,0.166666666666667,0.5,0.5,Entire home/apt,"Future Street, Los Angeles, CA 90065, United States",,93,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer}",Apartment,10
3554,Male,50+,Outdoors,IT Professional,Summer,1736625,12,0.25,0.416666666666667,0.333333333333333,0.25,0.166666666666667,0.166666666666667,0.416666666666667,0.416666666666667,0.333333333333333,8.33333333333333e-002,0.166666666666667,0.5,0.5,Entire home/apt,"Tacoma Avenue, Los Angeles, CA 90065, United States",,100,"{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector""}",Apartment,9
3555,Male,30-50,Outdoors,Professor,Fall,1020442,10,0.4,0.4,0.2,0.2,0.4,0.1,0.3,0.1,0.3,0.4,0.2,0.4,0.6,Private room,"South Norwood Hill, London, SE25 6AH, United Kingdom",,35,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer,""Smoke Detector"",""First Aid Kit"",Essentials}",Apartment,9
3556,Female,30-50,Indoors,Professor,Winter,3122448,10,0.5,0.3,0.2,0,0.3,0.5,0.2,0.1,0.2,0.5,0.2,0.3,0.7,Entire home/apt,"A Birdhurst Rise, South Croydon, CR2 7EJ, United Kingdom",,71,"{Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Essentials}",Apartment,9
3557,Female,50+,Indoors,IT Professional,Summer,4286251,10,0.3,0.2,0.5,0.1,0.1,0.4,0.4,0.3,0.3,0.3,0.1,0.5,0.5,Entire home/apt,"Gravel Hill, Greater London, CR0 5BB, United Kingdom",,350,"{Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""First Aid Kit"",Essentials,Shampoo}",Apartment,9
3558,Female,50+,Indoors,IT Professional,Summer,4891427,10,0.3,0.3,0.4,0.3,0.1,0.3,0.3,0.2,0.1,0.3,0.4,0.3,0.7,Entire home/apt,"Braemar Avenue, South Croydon, CR2 0QB, United Kingdom",,75,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,""Smoke Detector"",Essentials,Shampoo}",Apartment,8
3559,Female,50+,Indoors,IT Professional,Winter,2482804,10,0.4,0.2,0.4,0.4,0.2,0.3,0.1,0.3,0.3,0.4,0,0.8,0.2,Private room,"London Road, London, hounslow tw31se, United Kingdom","no pets, smoking is not allowed. be respectfull with (SENSITIVE CONTENTS HIDDEN) of the other room. they are nice ppl :)",37,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",Apartment,9
3560,Male,50+,Outdoors,IT Professional,Spring,6413787,10,0.4,0.2,0.4,0.3,0.1,0.5,0.1,0.3,0.3,0.4,0,0.6,0.4,Entire home/apt,"Campbell Road, Croydon, CR0 2SQ, United Kingdom",No Smoking inside the property Guests are requested to have due consideration other guests,55,"{TV,Internet,""Wireless Internet"",Kitchen,""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}",House,
3561,Male,50+,Outdoors,IT Professional,Spring,2070046,10,0.4,0.3,0.3,0,0.1,0.4,0.5,0.2,0.1,0.4,0.3,0.4,0.6,Private room,"Ryecroft Road, London, SW16 3EN, United Kingdom","The studio, house and garden are strictly no smoking as we have young children.  Otherwise, all we ask is that our guests respect our home and property, and if they wish to use the pool that they must follow instructions regarding safety, using the cover",38,"{Internet,Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly""}",Apartment,
3562,Female,30-50,Outdoors,Professor,Summer,4290861,10,0.3,0.3,0.4,0.1,0.2,0.2,0.5,0.2,0.3,0.3,0.2,0.6,0.4,Private room,"Wharncliffe Gardens, London, SE25, United Kingdom",,25,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Essentials}",Loft,9
3563,Male,30-50,Indoors,Professor,Summer,1200538,10,0.3,0.4,0.3,0.4,0.2,0.2,0.2,0,0.3,0.3,0.4,0.7,0.3,Entire home/apt,"Top floor flat, 93 Penge road, London, SE20 7UN, United Kingdom",,55,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Safety Card"",""Fire Extinguisher""}",Apartment,9
3564,Male,30-50,Indoors,Professor,Winter,1095437,10,0.2,0.4,0.4,0.4,0.2,0.3,0.1,0.2,0.3,0.2,0.3,0.5,0.5,Private room,"A  Alexandra Rd, Croydon, Greater London CR0 6EU, United Kingdom","Please take off shoes - we provide slippers.  Switch off all electrical devices, lights and lock windows & doors when leaving for the day.  Smokers can use the back garden. Be respectful of the neighbours when coming and going ... and that's it!",45,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",Heating,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",Apartment,10
3565,Female,30-50,Indoors,Professor,Fall,1184573,10,0.2,0.4,0.4,0.4,0.4,0,0.2,0.2,0.3,0.2,0.3,0.5,0.5,Private room,"London Road, Croydon, CR0, United Kingdom",,26,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector""}",Apartment,8
3566,Male,18-30,Outdoors,Student,Summer,1184619,10,0.4,0.5,0.1,0.2,0.1,0.4,0.3,0.1,0,0.4,0.5,0.3,0.7,Entire home/apt,"Morland Rd, Croydon, Greater London CR0 6HA, United Kingdom",There are no restrictions other than to remember to respect other guests and keep your noise to a comfortable and considerate level. Please note that the building is a smoke free zone so no smoking is allowed inside.,26,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector""}",Apartment,9
3567,Male,30-50,Indoors,Professor,Fall,2705595,10,0.6,0.2,0.2,0.5,0.1,0.1,0.3,0,0.3,0.6,0.1,0.4,0.6,Private room,"Hyde Road, South Croydon, CR2, United Kingdom",,24,{},Apartment,
3568,Female,30-50,Outdoors,Professor,Spring,1622250,10,0.4,0.5,0.1,0.3,0.1,0.3,0.3,0.1,0.3,0.4,0.2,0.4,0.6,Entire home/apt,"Haynes Lane, London, SE19 3AN, United Kingdom","Please enjoy the house and feel comfortable, and treat it is if it were your own. Please leave as you found it. Please absolutely no smoking in the house, but ok to smoke in the garden.",87,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",Essentials}",Loft,10
